NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;IDADE;TP_SEXO;ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;IN_TP_ENSINO;TP_COR_RACA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;NU_NOTA_REDACAO;Q003
140000001214;2014;FORTALEZA;CE;18;M;3;;;;3;461.7;540.8;534;404.9;440;B
140000001215;2014;AVARE;SP;17;F;2;;1;1;1;509.3;577.5;564;623.2;680;C
140000001216;2014;SAO LEOPOLDO;RS;19;M;1;2012;1;1;1;478.9;525.1;488.4;528.9;840;C
140000001217;2014;MAUA;SP;20;M;1;2011;1;1;2;552.3;678.1;674.7;660;780;C
140000001218;2014;ARACAJU;SE;21;M;1;2012;1;1;3;485.7;498.4;480.6;376.8;340;B
140000001219;2014;JOAO PESSOA;PB;31;F;1;2012;1;1;2;404;439;460;435.2;360;F
140000001220;2014;CAMBORIU;SC;24;M;1;2013;1;2;1;;;;;0;D
140000001221;2014;CAUCAIA;CE;33;M;1;2004;1;1;3;533.9;510.7;524.9;468.9;440;G
140000001222;2014;MOGI DAS CRUZES;SP;27;F;1;2013;1;2;1;;;;;0;F
140000001223;2014;FORTALEZA;CE;26;F;1;2008;2;1;3;533.9;574;541.6;556.2;600;C
140000001224;2014;RECIFE;PE;51;F;1;2004;1;1;3;;;;;0;C
140000001225;2014;SAO PAULO;SP;23;M;1;2010;2;2;1;;;;;0;B
140000001226;2014;JOINVILLE;SC;24;M;1;2007;1;1;1;542.3;680.6;618.9;695.6;640;G
140000001227;2014;ITABORAI;RJ;24;M;1;2009;1;1;3;588.8;587.5;429.4;627.6;600;G
140000001228;2014;UBERLANDIA;MG;29;M;1;2004;1;1;2;;;;;0;D
140000001229;2014;SALVADOR;BA;24;F;1;2007;1;1;3;;;;;0;D
140000001230;2014;JUIZ DE FORA;MG;18;F;1;2013;2;1;1;602.8;619.7;601.9;673.9;660;J
140000001231;2014;SANTO ANDRE;SP;19;F;1;2013;1;1;0;;;;;0;B
140000001232;2014;FORTALEZA;CE;36;F;1;2004;1;1;1;;;;;0;D
140000001233;2014;ANANINDEUA;PA;37;F;1;2004;1;1;3;461.7;494.4;420.9;408.4;320;D
140000001234;2014;UBERLANDIA;MG;29;M;4;;;;3;;;;;0;D
140000001235;2014;BETIM;MG;19;F;1;2013;1;1;3;490.4;566.6;556.8;574.1;640;J
140000001236;2014;VIAMAO;RS;18;F;1;2013;1;1;1;556.6;579.2;520.8;363.2;500;C
140000001237;2014;RECIFE;PE;46;F;1;2004;1;1;3;568.6;606.3;545.3;412.9;820;G
140000001238;2014;NOVO HAMBURGO;RS;24;M;4;;;;1;;;;;0;F
140000001239;2014;IPATINGA;MG;20;F;4;;;;3;407.2;560.2;494.5;418.7;640;C
140000001240;2014;TERESINA;PI;18;F;2;;2;1;3;628.1;616.5;626.4;564.8;700;O
140000001241;2014;TRES LAGOAS;MS;25;F;1;2007;1;1;3;544.9;610.9;551.3;573.5;460;C
140000001242;2014;BELEM;PA;31;F;1;2004;1;1;3;533.1;572.7;548.6;451.9;540;D
140000001243;2014;JOAO PESSOA;PB;24;F;1;2007;2;1;1;613.3;637.3;624.6;696.3;640;O
140000001244;2014;TRES LAGOAS;MS;27;M;4;;;;1;376.8;492.6;508.7;342;400;D
140000001245;2014;SAO PAULO;SP;28;F;1;2005;1;1;2;;;;;0;B
140000001246;2014;RECIFE;PE;16;F;3;;;;1;490.8;574.1;516.6;521.8;440;B
140000001247;2014;APARECIDA DE GOIANIA;GO;22;F;1;2009;1;1;3;;;;;0;D
140000001248;2014;SAO PAULO;SP;18;F;1;2013;1;1;3;580.7;632.1;592.7;514.6;640;I
140000001249;2014;SALVADOR;BA;31;M;1;2004;1;1;2;448.2;633.5;508.1;473.6;720;C
140000001250;2014;SAO PAULO;SP;18;M;2;;1;1;1;662.9;639.5;589.1;646.4;700;L
140000001251;2014;INDAIATUBA;SP;26;M;1;2007;1;2;1;520.5;581.5;477.6;604.2;420;D
140000001252;2014;NATAL;RN;26;M;1;2006;1;1;1;537.1;564.7;455.6;526.3;460;D
140000001253;2014;SAO PAULO;SP;21;F;1;2013;1;2;3;;;;;0;C
140000001254;2014;SANTAREM;PA;21;F;1;2009;1;1;3;520.3;664.9;593.5;469.3;660;C
140000001255;2014;MANAUS;AM;17;F;2;;1;1;1;598.5;625;541.7;426.2;820;G
140000001256;2014;RECIFE;PE;18;F;1;2013;2;1;2;482.4;527.2;525.9;388.4;480;C
140000001257;2014;FORTALEZA;CE;18;F;1;2013;2;1;3;562.5;626.9;559.9;455.6;720;D
140000001258;2014;RIO DE JANEIRO;RJ;20;F;1;2011;2;1;1;;;;;0;I
140000001259;2014;PARAUAPEBAS;PA;36;F;1;2004;1;1;3;412.4;477.2;350.4;404.1;300;B
140000001260;2014;RECIFE;PE;24;F;1;2008;2;1;1;559.9;608.2;560.3;508.6;800;C
140000001261;2014;SAO GONCALO;RJ;37;F;1;2004;1;1;3;;;;;0;D
140000001262;2014;SAO PAULO;SP;27;F;1;2011;1;2;2;497.1;495.8;498.2;471;820;E
140000001263;2014;JABOATAO DOS GUARARAPES;PE;22;F;1;2010;1;1;2;421.3;581.3;520.7;438.5;380;B
140000001264;2014;COLATINA;ES;18;F;1;2013;1;1;1;514.8;576.3;538.6;523.2;360;A
140000001265;2014;JABOATAO DOS GUARARAPES;PE;19;F;1;2012;1;1;3;448;574;523;496.5;720;B
140000001266;2014;CAMPO GRANDE;MS;47;F;1;2011;1;1;3;;;;;0;D
140000001267;2014;FORTALEZA;CE;47;F;1;2004;1;1;3;;;;;0;C
140000001268;2014;IPATINGA;MG;35;F;1;2004;1;1;1;544.2;600.3;499;487.5;620;B
140000001269;2014;NOVA IGUACU;RJ;23;F;1;2009;1;1;2;569.5;634.7;547;529;820;D
140000001270;2014;SALVADOR;BA;34;F;1;2004;1;1;1;489.6;615.3;573.1;419.2;500;B
140000001271;2014;CANOAS;RS;21;F;1;2012;1;1;1;388.8;508.9;469.9;351;400;G
140000001272;2014;GUARUJA;SP;22;F;1;2009;1;1;1;519;561.8;539.7;568.4;520;G
140000001273;2014;RIO DE JANEIRO;RJ;18;M;2;;2;1;3;604.5;590.8;484.2;686.1;640;G
140000001274;2014;FOZ DO IGUACU;PR;20;M;1;2011;2;1;1;514.4;568.1;569;701.9;520;I
140000001275;2014;NITEROI;RJ;40;F;1;2004;1;1;1;500.1;622.6;595.6;563.1;680;G
140000001276;2014;BELO HORIZONTE;MG;41;F;1;2004;1;1;1;488;520.7;498.4;407.7;520;D
140000001277;2014;SERRA;ES;26;F;1;2009;1;1;2;;;;;0;B
140000001278;2014;PIRACICABA;SP;20;M;1;2011;1;1;1;496.9;576.8;506.3;679.7;540;G
140000001279;2014;CONTAGEM;MG;18;F;1;2013;1;1;3;518;550.1;540.3;439.9;480;D
140000001280;2014;MANAUS;AM;26;M;1;2005;2;1;3;483.2;674.8;563.5;703.3;580;J
140000001281;2014;SAO PAULO;SP;56;M;1;2008;1;1;3;488.9;566.9;;;0;F
140000001282;2014;RIBEIRAO PRETO;SP;39;M;1;2004;1;1;1;727.1;683.4;553.5;767;680;M
140000001283;2014;TERESINA;PI;18;F;1;2013;1;1;3;538.2;602.9;521.1;571.5;640;B
140000001284;2014;NATAL;RN;51;M;1;2004;1;1;1;464;492.7;514.1;446.7;400;E
140000001285;2014;RECIFE;PE;23;M;1;2011;1;1;3;;;;;0;C
140000001286;2014;RIO DE JANEIRO;RJ;22;F;1;2012;1;1;3;384.4;555;533.9;338.5;600;C
140000001287;2014;PARNAMIRIM;RN;25;M;1;2006;1;1;3;482.6;633.6;573.6;484.1;700;E
140000001288;2014;GRAVATA;PE;21;M;1;2012;1;1;1;377.8;586.2;524;430.4;560;B
140000001289;2014;SALVADOR;BA;36;M;1;2004;1;1;3;470;596.5;549.4;397.7;560;B
140000001290;2014;IPATINGA;MG;21;M;1;2010;1;1;2;;;;;0;F
140000001291;2014;BELEM;PA;20;M;1;2012;1;1;1;475.1;608.7;572.9;408.6;580;C
140000001292;2014;BELO HORIZONTE;MG;20;F;1;2012;1;1;2;;;;;0;C
140000001293;2014;SAO GONCALO;RJ;49;F;1;2004;1;1;1;;;;;0;B
140000001294;2014;ITABUNA;BA;20;F;1;2011;1;1;3;460.6;540.5;532.7;401.7;640;B
140000001295;2014;BRASILIA;DF;20;M;1;2012;2;1;1;573;624.4;545.7;652.8;860;I
140000001296;2014;PONTE NOVA;MG;58;F;4;;;;3;507.3;593;491.2;396.7;580;H
140000001297;2014;JUIZ DE FORA;MG;42;F;1;2004;1;1;1;;;;;0;G
140000001298;2014;SALVADOR;BA;29;F;1;2004;2;1;1;459;650.6;609;359.6;660;H
140000001299;2014;FORTALEZA;CE;17;M;2;;1;1;3;489.1;532.2;532.1;627.4;400;D
140000001300;2014;CUIABA;MT;16;M;3;;;;3;487.6;551.9;561.1;561.9;520;H
140000001301;2014;BRASILIA;DF;17;F;2;;1;1;3;442;543.7;520.1;556.2;560;E
140000001302;2014;RECIFE;PE;17;F;2;;1;1;3;517.2;540.4;491.4;543.9;540;C
140000001303;2014;SAO PAULO;SP;25;F;1;2005;1;1;3;;;;;0;C
140000001304;2014;CUIABA;MT;21;F;1;2011;1;1;2;;;;;0;C
140000001305;2014;MOSSORO;RN;25;F;1;2008;1;1;1;402.5;481.7;515.2;351.6;420;C
140000001306;2014;MANAUS;AM;28;F;1;2004;1;1;3;;;;;0;D
140000001307;2014;ARARANGUA;SC;24;M;1;2013;1;2;3;;;;;0;E
140000001308;2014;BARREIRAS;BA;20;M;1;2011;1;1;3;;;;;0;D
140000001309;2014;SANTAREM;PA;22;F;1;2009;1;1;3;;;;;0;C
140000001310;2014;MANAUS;AM;18;F;2;;1;1;3;496.1;563.3;470.2;342.1;460;A
140000001311;2014;COTIA;SP;23;F;1;2009;1;1;1;521.5;645.5;589.9;479.1;700;I
140000001312;2014;SANTA MARIA;RS;19;F;2;;2;2;1;480.8;533.4;492.2;494.3;380;D
140000001313;2014;BLUMENAU;SC;19;F;1;2012;2;1;3;619.9;676.8;603;643.6;600;J
140000001314;2014;FORTALEZA;CE;20;F;1;2013;1;1;3;492;607.8;598.5;545.5;540;D
140000001315;2014;BRASILIA;DF;31;M;1;2004;1;1;3;547;657.6;605.8;496.2;680;C
140000001316;2014;CRICIUMA;SC;22;F;1;2010;1;1;1;549.7;594.1;621;589.2;640;G
140000001317;2014;CRUZEIRO;SP;21;F;1;2010;1;1;3;;;;;0;B
140000001318;2014;CAMPO MOURAO;PR;18;F;1;2012;1;1;1;545.4;657.4;648.5;585.7;520;G
140000001319;2014;PORTO VELHO;RO;28;M;1;2004;1;1;4;;;;;0;C
140000001320;2014;SOROCABA;SP;18;F;1;2013;1;1;3;456.1;529.7;524;368.2;600;D
140000001321;2014;FORTALEZA;CE;28;M;1;2004;2;1;3;;;;;0;I
140000001322;2014;OSASCO;SP;21;M;2;;2;2;3;533.6;613.2;540.2;413.6;580;C
140000001323;2014;BARUERI;SP;27;F;1;2004;1;1;1;;;;;0;F
140000001324;2014;BAGE;RS;27;M;4;;;;3;509.8;552.2;533.1;412.2;400;B
140000001325;2014;PAULINIA;SP;26;M;1;2006;1;1;2;497.4;626.7;544.7;542;360;G
140000001326;2014;BRASILIA;DF;35;F;1;2004;1;1;4;455.9;570.8;574.9;448.5;500;I
140000001327;2014;LONDRINA;PR;41;M;4;;;;1;;;;;0;E
140000001328;2014;POA;SP;19;F;1;2012;1;1;3;;;;;0;B
140000001329;2014;MACEIO;AL;39;M;1;2004;1;1;3;546.7;585;503.8;448.4;360;D
140000001330;2014;SAO PAULO;SP;18;F;1;2013;2;1;1;637.3;643.3;632.2;676.2;520;M
140000001331;2014;SOROCABA;SP;18;F;1;2013;1;1;1;433.4;586.4;541.3;329.5;380;D
140000001332;2014;SANTA LUZIA;MG;25;F;1;2007;1;1;1;;;;;0;D
140000001333;2014;ITAPIRA;SP;16;F;3;;;;3;550.9;513.3;528;523.3;420;F
140000001334;2014;SUMARE;SP;18;M;1;2013;2;1;1;706.8;657.9;615.3;820.9;640;M
140000001335;2014;GOIANIA;GO;22;F;1;2011;1;1;1;678.6;664.2;618;679.9;860;I
140000001336;2014;SANTO ANTONIO DE JESUS;BA;34;F;1;2004;1;1;3;;;;;0;B
140000001337;2014;SALVADOR;BA;20;M;1;2011;1;1;2;425.9;485.2;446.7;401.2;420;B
140000001338;2014;FORTALEZA;CE;21;M;1;2011;2;1;1;514.6;570.2;570.6;507.3;400;D
140000001339;2014;SAO CARLOS;SP;39;F;1;2004;2;1;1;542;613.3;588.6;516.1;560;D
140000001340;2014;MACEIO;AL;21;M;1;2012;2;1;1;;;;;0;E
140000001341;2014;ANANINDEUA;PA;56;F;1;2007;1;1;1;471.8;507.1;411.8;372.6;300;B
140000001342;2014;SAO PAULO;SP;17;F;2;;1;1;3;502.2;639;596.2;516;720;E
140000001343;2014;CURITIBA;PR;24;F;1;2007;1;1;1;556.5;611.2;;;0;G
140000001344;2014;RECIFE;PE;29;F;1;2004;1;1;3;565.3;614.1;;;0;D
140000001345;2014;ITABUNA;BA;47;M;1;2004;1;1;3;;;;;0;E
140000001346;2014;SALVADOR;BA;22;F;1;2012;1;1;2;381.8;417.1;447.9;335.5;300;B
140000001347;2014;CARIACICA;ES;19;F;1;2013;1;1;3;;;;;0;D
140000001348;2014;GOIANIA;GO;16;F;3;;;;1;602.7;599.9;577.8;684;720;I
140000001349;2014;PORTO ALEGRE;RS;29;M;4;;;;1;498.3;612.7;584.4;410;620;F
140000001350;2014;ATIBAIA;SP;19;F;1;2013;1;1;3;;;;;0;E
140000001351;2014;DOURADOS;MS;21;F;4;;;;1;;;;;0;B
140000001352;2014;FEIRA DE SANTANA;BA;27;M;1;2010;1;2;2;500.8;595.7;456.2;362.4;440;C
140000001353;2014;NATAL;RN;20;F;1;2010;2;1;3;500.1;563.5;494.2;462.9;620;B
140000001354;2014;SAO LUIS;MA;30;F;1;2004;2;1;2;393.8;591.3;431.2;340.6;540;D
140000001355;2014;VITORIA;ES;20;F;1;2012;1;1;3;445.9;503.8;450.8;336.8;360;B
140000001356;2014;BELEM;PA;41;F;4;;;;3;458.5;612.5;501.6;399.2;480;D
140000001357;2014;MARACANAU;CE;28;F;1;2007;2;1;3;499.9;460;504.8;476.5;380;C
140000001358;2014;RIO DE JANEIRO;RJ;19;M;1;2013;1;1;3;471.6;478.4;496.9;507.5;400;C
140000001359;2014;RIBEIRAO DAS NEVES;MG;20;F;1;2011;1;1;3;407.2;461.7;441.7;326.4;540;D
140000001360;2014;CABO DE SANTO AGOSTINHO;PE;18;M;1;2012;1;1;5;375.7;498.2;360.9;439.5;160;D
140000001361;2014;JOAO PESSOA;PB;22;F;1;2010;1;1;0;399.3;492.2;485.7;346.3;560;C
140000001362;2014;SALVADOR;BA;21;F;1;2010;2;1;3;561.9;631;675.8;628.9;780;C
140000001363;2014;SAO PAULO;SP;21;M;1;2011;1;1;1;618.4;676.6;554.6;840.7;800;F
140000001364;2014;BELEM;PA;18;M;1;2013;2;1;1;533.5;616.7;505;620;620;P
140000001365;2014;CAMPINAS;SP;31;M;4;;;;3;418.7;590.7;;;0;C
140000001366;2014;RIO DE JANEIRO;RJ;25;F;4;;;;1;472.9;580.1;519.5;454.6;540;C
140000001367;2014;SALVADOR;BA;15;M;3;;;;3;441.7;504.7;509.1;489.8;460;G
140000001368;2014;PRESIDENTE PRUDENTE;SP;24;M;1;2008;1;2;1;499.2;586.3;533.2;387;320;D
140000001369;2014;CARIACICA;ES;32;F;1;2006;1;1;3;;;;;0;G
140000001370;2014;BRASILIA;DF;33;F;1;2008;2;1;1;477.8;429.7;514.6;449.8;280;I
140000001371;2014;TUBARAO;SC;25;F;1;2011;1;1;1;466.4;589.4;539.9;460.1;400;D
140000001372;2014;TERESINA;PI;29;M;1;2010;1;2;3;;;;;0;D
140000001373;2014;PETROLINA;PE;18;F;3;;;;3;564.9;617.4;578.5;440.3;0;B
140000001374;2014;NATAL;RN;18;F;1;2013;1;1;3;427;491.9;423.2;397.4;520;E
140000001375;2014;LONDRINA;PR;51;M;4;;;;4;470.7;529.1;536.3;504.5;540;D
140000001376;2014;PORTO VELHO;RO;49;F;1;2004;1;1;3;420.7;456.9;484.6;371.6;280;B
140000001377;2014;BARUERI;SP;25;M;1;2007;1;1;3;;;;;0;G
140000001378;2014;SANTO ANGELO;RS;23;F;1;2008;1;1;1;568.8;541.2;556.1;439.7;720;E
140000001379;2014;ARACAJU;SE;17;M;2;;2;1;3;438.5;576.7;463.3;451.4;520;C
140000001380;2014;GOIANIA;GO;19;F;2;;1;1;1;526.7;595;526.6;525.6;620;H
140000001381;2014;RIO DE JANEIRO;RJ;17;F;2;;1;1;2;466.4;509.6;528.9;438.7;540;B
140000001382;2014;BARREIRAS;BA;22;F;1;2010;1;1;1;523.6;549.5;501.6;429.5;620;C
140000001383;2014;TRES LAGOAS;MS;24;M;1;2008;1;1;3;510.8;550.1;471.3;599.7;480;C
140000001384;2014;FORTALEZA;CE;30;M;1;2011;1;2;1;;;;;0;B
140000001385;2014;RECIFE;PE;26;F;2;;1;2;0;431.3;568;519.7;436.1;540;B
140000001386;2014;FEIRA DE SANTANA;BA;52;F;1;2004;1;1;2;382.2;488.6;423.1;384.6;260;C
140000001387;2014;SAO JOSE DOS CAMPOS;SP;28;M;1;2004;1;1;2;501.7;582;580.6;453.7;780;C
140000001388;2014;ITU;SP;34;F;1;2004;1;1;2;;;;;0;D
140000001389;2014;RIO DE JANEIRO;RJ;21;M;1;2011;1;1;3;434.4;591;530.9;430.3;460;C
140000001390;2014;IGUATU;CE;30;F;1;2004;1;1;1;467;506.7;507.8;349.7;200;B
140000001391;2014;CUBATAO;SP;20;F;1;2012;1;1;3;445.8;553.2;535.1;588.8;380;C
140000001392;2014;SAO PAULO;SP;19;F;1;2012;1;1;3;487.1;572.8;460.3;409.6;400;C
140000001393;2014;SAO LUIS;MA;45;M;;;;;;;;;;;
