NU_INSCRICAO,NU_ANO,COD_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,COD_UF_RESIDENCIA,UF_RESIDENCIA,IN_ESTUDA_CLASSE_HOSPITALAR,COD_ESCOLA,COD_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,COD_UF_ESC,UF_ESC,ID_DEPENDENCIA_ADM_ESC,ID_LOCALIZACAO_ESC,SIT_FUNC_ESC,IDADE,TP_SEXO,NACIONALIDADE,COD_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,COD_UF_NASCIMENTO,UF_NASCIMENTO,ST_CONCLUSAO,ANO_CONCLUIU,TP_ESCOLA,IN_TP_ENSINO,TP_ESTADO_CIVIL,TP_COR_RACA,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_AUTISMO,IN_SABATISTA,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_CERTIFICADO,NO_ENTIDADE_CERTIFICACAO,COD_UF_ENTIDADE_CERTIFICACAO,UF_ENTIDADE_CERTIFICACAO,COD_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,COD_UF_PROVA,UF_PROVA,IN_PRESENCA_CN,IN_PRESENCA_CH,IN_PRESENCA_LC,IN_PRESENCA_MT,ID_PROVA_CN,ID_PROVA_CH,ID_PROVA_LC,ID_PROVA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,GABARITO_CN,GABARITO_CH,GABARITO_LC,GABARITO_MT,IN_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q029,Q030,Q031,Q032,Q033,Q034,Q035,Q036,Q037,Q038,Q039,Q040,Q041,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050,Q051,Q052,Q053,Q054,Q055,Q056,Q057,Q058,Q059,Q060,Q061,Q062,Q063,Q064,Q065,Q066,Q067,Q068,Q069,Q070,Q071,Q072,Q073,Q074,Q075,Q076
140000000187,2014,2507507,JOAO PESSOA,25,PB,0,,,,,,,,,21,F,1,2506301,GUARABIRA,25,PB,1,2012,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2507507,JOAO PESSOA,25,PB,1,1,1,1,199,195,204,208,449.1,557.7,451,395.7,DACDDDCDCACEBBEECBDECEADECBDAEDDAEEECCBDEABCA,EEECCDADDDAEBABCBCCAAEBEAEEBEAAEECBCAADADCBDC,CDAEBBEBBECBDCADBCDEABCEDCCAEDCDEACDDDCACCAAE,EDABDCBACDBCDAAEBDCBBCACBBCDBCBABDBBEDDBCECDA,0,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC,CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC,7,80,80,80,80,80,400,B,B,B,5,A,B,A,A,A,D,D,A,A,D,D,C,B,D,D,D,B,B,5,5,,5,3,5,5,C,A,A,C,A,A,A,B,B,A,19,D,5,5,5,5,5,B,B,B,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000188,2014,3136702,JUIZ DE FORA,31,MG,0,,,,,,,,,21,M,1,3136702,JUIZ DE FORA,31,MG,1,2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3136702,JUIZ DE FORA,31,MG,1,1,1,1,199,195,206,210,476.5,604.7,571.7,480.7,EACBECDACBBCDBCBBBCEBAEECCBCEBDBECEEBBDCBBDED,ECEAEAADECAABBCDACCEAEBDDADEBAEEEAACBEBACADBA,CABEDBBDECECCCAEAEDBBEAABDCDEBCEBDBDEAEAADBBA,ACCDEAACACBCDBEAEEDDEBDBEBCDEBDCECBCCADCABDBE,1,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB,DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB,7,80,120,100,80,0,380,B,E,G,3,A,B,B,A,A,A,A,A,A,A,A,B,A,D,D,D,B,A,5,5,,5,5,5,5,C,A,A,B,A,A,A,A,A,A,14,E,5,5,5,5,5,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000189,2014,2927408,SALVADOR,29,BA,0,,,,,,,,,22,M,1,2927408,SALVADOR,29,BA,1,2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2927408,SALVADOR,29,BA,1,1,1,1,199,195,205,209,637.9,690.9,658.8,681.2,DADDDADEBCDBEACECEEABBEEBBACDCCBCBDBDBCDEABCC,ECCAACADECAABBECBCCEAABABDEECACDECADCCBABCECA,ACCCDBEBCEADDDCBBCBEDCCABDEBECCACAEAEBCACCDDB,ECBCCDBEEAEBDCCBBBDABCAACDACBACDDEECCDBDACABE,0,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB,ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD,7,160,160,160,160,60,700,C,E,C,2,D,B,A,A,A,A,D,A,A,D,A,B,A,D,D,D,A,A,4,3,0,5,2,2,0,B,A,B,C,A,A,A,B,B,B,18,D,4,0,5,4,4,A,B,A,A,A,B,A,,,,,,,,,,,,,,,,,,,,,,,
140000000190,2014,2307304,JUAZEIRO DO NORTE,23,CE,0,,,,,,,,,28,M,2,,,,,1,2004,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2307304,JUAZEIRO DO NORTE,23,CE,1,1,1,1,201,197,205,209,464.8,535.2,509.1,437.4,DDEABCCBDBABBBBABCAABDCCBAECBBCBECBEEBADBBCCA,ABDCECBEAACBABBCEBCBCCCABBADBBAEACBBAABBDBEDE,ABBECBACCBEBEDADBBBADACABAAEACDCCDBACBCEEEAAA,CBBBBCCCEBCBABBACEEBBAEBACBAEADEECBBCEBCDCBEB,1,EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA,ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE,ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB,ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD,7,120,120,120,120,60,540,B,B,C,3,C,B,A,A,A,D,D,D,A,D,A,B,D,A,D,D,A,A,5,4,,4,4,5,3,B,A,A,B,A,A,A,B,B,B,19,E,4,0,5,5,4,B,B,A,B,A,B,A,,,,,,,,,,,,,,,,,,,,,,,
140000000191,2014,3201308,CARIACICA,32,ES,0,,,,,,,,,21,F,1,3202405,GUARAPARI,32,ES,1,2011,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3201308,CARIACICA,32,ES,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,0,,,,,6,0,0,0,0,0,0,B,B,D,3,C,B,A,D,A,D,D,A,A,D,A,A,A,D,D,D,A,A,3,0,,5,5,5,5,A,A,A,B,C,A,A,A,B,A,18,D,5,5,5,5,5,B,B,B,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000192,2014,1600303,MACAPA,16,AP,0,,,,,,,,,34,F,1,1600303,MACAPA,16,AP,1,2004,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1600303,MACAPA,16,AP,1,1,1,1,202,198,204,208,567.3,552.9,518.8,630.6,EBDADDEDBEBCEADCBBCEEECEDAEEBDEEACCDCCEADCDBE,AEBEDACEEACDACBAEBAADABEDEBCADDECBACADABBBBAE,DAACCBDEDDEECEAABEBEBBCEAAAAABBBAAAAAAADBDCEC,CDCAEDDACEBDEDBDCCAAEAACDCDDABBAADDBBDEAADEAC,0,AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD,AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE,ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC,CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC,7,120,120,120,140,120,620,B,B,G,8,A,B,C,A,A,A,B,A,A,D,D,C,A,A,A,D,A,A,5,5,,5,4,5,5,B,A,A,B,A,A,A,A,A,A,18,D,5,5,5,5,5,A,B,B,A,A,A,B,,,,,,,,,,,,,,,,,,,,,,,
140000000193,2014,3509601,CAMPO LIMPO PAULISTA,35,SP,0,,,,,,,,,19,F,1,3556503,VARZEA PAULISTA,35,SP,1,2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3509601,CAMPO LIMPO PAULISTA,35,SP,1,1,1,1,199,195,203,207,539.6,635.8,582.1,569.4,EADDEACDBCAEBCCEABEDAECEBEACDACEEEDADCBDECCEE,ECAAACADBCAABBEDBCCEADBCBEEEBADDECBECEBABCEBC,CDBCDBCBCDCEEBCEBABBBCCAADCADDECAABCBEBABEDAD,CBCAEEBBBCAABDCDECDCCABADCBDBDACCDCEADACBCCED,0,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD,DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA,7,120,120,120,120,120,600,C,C,E,3,A,B,B,B,B,C,A,A,B,A,D,C,D,A,D,D,A,A,5,2,,5,5,5,5,B,A,A,B,A,A,A,A,A,A,15,D,5,0,5,5,5,A,B,B,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000194,2014,2927408,SALVADOR,29,BA,0,,,,,,,,,38,F,1,2910800,FEIRA DE SANTANA,29,BA,1,2004,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2927408,SALVADOR,29,BA,1,1,1,1,199,195,204,208,547.6,623.8,582.2,541.7,DBBDDABDCDACEECBADEADCDEBCAEEBCADEBEBBCDECACE,ECABEBADDCAEBBACBCCEACAAEDEEBADDEEBDAABEACBCB,DCADBBEADBACDDAEBEBCBABEDBCDEDCEBECEDBCDCACBC,CCDBCCEABADECDAABCBBEBAD*CCDCCCCCCCCCCCCCCCCC,0,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC,CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC,7,120,120,80,100,80,500,B,H,C,4,D,B,A,A,D,A,A,A,A,A,A,A,A,A,A,D,A,A,5,5,,5,0,5,2,B,A,D,B,C,A,A,A,A,A,17,D,4,5,5,5,5,B,B,B,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,
140000000195,2014,5300108,BRASILIA,53,DF,0,,,,,,,,,30,F,1,5300108,BRASILIA,53,DF,1,2004,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5300108,BRASILIA,53,DF,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,1,,,,,6,0,0,0,0,0,0,D,D,C,2,A,B,A,D,D,D,D,A,A,D,D,B,D,D,D,D,A,A,3,5,,5,2,4,4,B,A,A,B,A,A,A,A,A,A,22,E,5,1,2,3,5,A,B,B,B,A,A,B,,,,,,,,,,,,,,,,,,,,,,,
140000000196,2014,2927408,SALVADOR,29,BA,0,29181526,2927408,SALVADOR,29,BA,2,1,1,17,F,1,2927408,SALVADOR,29,BA,2,,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2927408,SALVADOR,29,BA,1,1,1,1,199,195,204,208,565.4,587.5,549.1,644.7,CAEDEAEABDCBBCCEBEDECBEEAEAAABDDBEEBCEDBECDCC,BCCDABBDADAAEBBCBCCEAABCDEBBBACCDCBDCAEDCAAAB,BECCDEBAADDBDEADBCECBECECBCEDDCEAABEDCDDCDCBD,CDCBDACAEDBDDDABDDCCDEACCDABADADCDEBBCECCCADC,0,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC,CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC,7,100,100,80,100,80,460,H,E,B,3,B,B,A,A,D,A,D,A,A,D,D,B,D,D,D,D,A,C,3,2,,5,4,5,5,B,,,B,,,A,A,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000000197,2014,3143302,MONTES CLAROS,31,MG,0,,,,,,,,,24,F,1,3143302,MONTES CLAROS,31,MG,1,2007,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3143302,MONTES CLAROS,31,MG,1,1,1,1,201,197,203,207,602,667.1,601.4,444.2,CDDAEBCADDDDDCDCEECBEBACEEBEBCBDCEBECBDDCDBAE,ADECECBCCECAEBBEBCADDAEECBCDEEAACCEDADBAEDABE,CEBAABCBCDCBEBCEDDEBDCCBDBCCBDBCABBCBBAABBACC,EEABCECBCCBBAAABACECBCEDCBBCEECBEBBDCDADCACCE,0,EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA,ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE,CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD,DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA,7,160,160,140,160,120,740,B,B,B,3,A,B,B,A,A,A,D,A,A,D,D,B,A,D,D,D,A,B,5,5,,5,5,5,5,B,A,A,B,A,A,A,A,B,A,19,D,5,2,5,5,3,B,A,A,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000198,2014,4209102,JOINVILLE,42,SC,0,,,,,,,,,19,M,1,4209102,JOINVILLE,42,SC,1,2013,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4209102,JOINVILLE,42,SC,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,0,,,,,6,0,0,0,0,0,0,G,G,G,4,A,B,B,A,A,C,B,A,A,A,B,C,C,A,A,D,A,C,3,4,,5,0,0,0,B,,,B,,,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000000199,2014,3106705,BETIM,31,MG,0,,,,,,,,,19,F,1,3118601,CONTAGEM,31,MG,1,2013,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3106705,BETIM,31,MG,1,1,1,1,202,198,205,209,498.2,556.2,562,523.5,DAADDDDBEEEEEAECCDBBCECBBAEDAECDABBBABCEDADEE,DABCAAEEEAABEDCEDEBAEEDABBCAAABECAEBCCCBABACB,DBCBABEBCEADADCDBAADDACAADEBACBBCBDADDCBCBABB,AEBBBBDDEEEBCBABDCBEECABDDDCDADACDCCCDCDBCBDB,1,AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD,AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE,ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB,ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD,7,140,120,120,160,120,660,E,F,G,4,E,A,B,A,A,D,A,A,B,D,A,C,A,D,D,D,B,A,5,5,,5,5,5,5,B,A,A,B,A,A,A,A,A,A,17,B,2,0,5,5,3,A,A,B,A,A,B,A,,,,,,,,,,,,,,,,,,,,,,,
140000000200,2014,3550308,SAO PAULO,35,SP,0,,,,,,,,,19,F,1,3550308,SAO PAULO,35,SP,1,2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3550308,SAO PAULO,35,SP,1,1,1,1,201,197,205,209,455.9,588.5,531.1,565,DBDDEBCBDEDADBCADAEBDDCDCDEAEDDBDBAEEABCDCADC,ADEEECBCCCCAADBABBAEADCEBEDEADCBBEBAAEBECACDA,DEECADBDCEAEDDCDBCEADECABDBCECBDCDEDBBBEEBADB,EBDBDDAEEBDCBECBDBDBDEACDCAEBDBDEBDCCDCEACDDB,1,EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA,ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE,ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB,ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD,7,120,120,120,120,20,500,E,C,E,3,A,B,A,A,D,A,D,A,A,D,A,B,A,D,D,D,A,A,3,3,,5,5,5,0,B,A,A,B,A,A,A,A,B,B,16,D,5,0,3,4,5,B,B,A,A,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000201,2014,1501402,BELEM,15,PA,0,,,,,,,,,49,M,1,1600303,MACAPA,16,AP,1,2004,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1501402,BELEM,15,PA,1,1,1,1,199,195,203,207,542.1,601.5,526.7,495.1,DCADAEBDBDEABAEEBCEEACCEEEDBABCCDDEBBCBDEEACC,EBCCACDDEEAACBEDACCEEEACDDEEBADDECBDCEBADCCED,BABCCDCADDDDEBCCADEECCDEBACDDABCEABCDEEEBECCD,CBCEEAEAEDEADDBECAECDDCACCAECDAECBCADEADACBCC,1,ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC,ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA,CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD,DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA,7,100,100,80,80,40,400,E,C,B,3,D,B,A,D,D,A,D,A,A,D,D,B,D,D,D,D,A,B,5,5,,5,4,5,5,A,A,A,B,A,A,A,A,B,A,13,E,5,5,5,5,5,A,B,A,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000202,2014,4314902,PORTO ALEGRE,43,RS,0,,,,,,,,,36,M,1,4314902,PORTO ALEGRE,43,RS,1,2004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4314902,PORTO ALEGRE,43,RS,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,1,,,,,6,0,0,0,0,0,0,B,C,D,3,E,A,A,D,A,A,D,A,A,D,D,B,A,D,D,D,A,A,2,1,,3,5,5,5,B,A,B,B,A,A,A,A,B,A,17,A,2,5,3,2,4,A,B,A,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000203,2014,2408102,NATAL,24,RN,0,,,,,,,,,20,F,1,2411403,SANTANA DO MATOS,24,RN,1,2010,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2408102,NATAL,24,RN,1,1,0,0,200,196,203,207,423.1,421.3,,,ECACABDDCEDECAEDABDDEADBCEBBECACBBDCDEECDBBAE,ACBCAADBCDEDDBBCEBBEDCBEDACBCDDDAACDDEACDABDC,.............................................,.............................................,1,DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA,AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC,,,6,0,0,0,0,0,0,B,D,D,4,A,B,A,D,A,D,D,A,A,D,D,A,A,D,D,D,A,A,5,5,,5,0,5,5,C,A,A,B,A,A,A,A,B,A,15,E,3,0,5,5,5,B,B,B,B,B,B,A,,,,,,,,,,,,,,,,,,,,,,,
140000000204,2014,4108304,FOZ DO IGUACU,41,PR,0,,,,,,,,,18,F,1,4108304,FOZ DO IGUACU,41,PR,1,2012,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4108304,FOZ DO IGUACU,41,PR,1,1,1,1,200,196,203,207,573.2,594.9,578.3,541.8,DAECDBCCADBBBCAAECECDEEBBCBDBACDBEAABEDEBADEA,CCDDBABBCADBEDAAADACAEECCECBDAEADCDACBAEEADEC,EDDCDBCBCDCDEBCEBDEBCCAEBDDDEACBABBCBBEDBBBAB,CDCCBDBBBEBCDDCCDACCBEBBCBABABABDBCCACABCDDBE,1,DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA,AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC,CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD,DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA,7,160,140,140,140,100,680,G,G,H,6,A,B,A,A,D,A,B,A,A,A,A,C,A,D,A,D,B,C,3,1,,4,5,5,2,B,,,B,,,A,A,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000000205,2014,2933307,VITORIA DA CONQUISTA,29,BA,0,,,,,,,,,32,F,1,2919504,LIVRAMENTO DE NOSSA SENHORA,29,BA,1,2004,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2933307,VITORIA DA CONQUISTA,29,BA,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,1,,,,,6,0,0,0,0,0,0,A,A,C,2,A,B,A,A,A,A,D,D,A,D,D,B,A,D,D,D,A,A,4,5,,5,5,5,5,B,A,A,B,A,A,A,A,A,B,20,D,5,5,5,5,5,B,B,B,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
140000000206,2014,3304557,RIO DE JANEIRO,33,RJ,0,,,,,,,,,22,M,1,3304557,RIO DE JANEIRO,33,RJ,3,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SECRETARIA DE ESTADO DE EDUCAÇÃO DO RIO DE JANEIRO,33,RJ,3304557,RIO DE JANEIRO,33,RJ,1,1,0,0,202,198,203,207,345.4,374.4,,,CDEDBCBECAADDADEABDADCBABDEBBDDCBCBBBDBEAEDBB,DCDBADCBACDCDDACBDBEAACADBDADAEBBBBCEDCBBBBCA,.............................................,.............................................,0,AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD,AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE,,,6,0,0,0,0,0,0,I,E,B,3,A,B,A,D,D,A,D,D,A,D,A,A,A,D,D,D,A,B,5,3,,5,2,5,4,D,A,A,F,D,A,A,B,B,B,18,E,5,2,5,5,5,A,B,B,A,A,B,B,A,A,A,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,C
140000000207,2014,2611606,RECIFE,26,PE,0,,,,,,,,,21,M,1,2607901,JABOATAO DOS GUARARAPES,26,PE,1,2009,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2611606,RECIFE,26,PE,1,1,1,1,201,197,205,209,594,662.1,638.1,544.1,CDEAEADCEBDDDBEADCAADAABECBEBEBBCCAECCABAEDBA,BDECECBACEEAABBEBEAEDBAEBECEEBDADEEBECBAAAADE,DAEEABEBCEADDDCBBCBDDECABDEBECDBCDEDEBCBCABBE,ECBBDCDADBECADCADCDBBCDADEABCACBEBCCADBCABCBD,1,EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA,ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE,ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB,ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD,7,140,200,180,180,160,860,D,G,E,5,D,B,B,D,A,A,D,A,A,D,A,A,A,D,D,D,A,A,5,5,,5,0,5,5,A,A,B,B,A,A,A,A,A,A,16,B,5,3,5,5,5,A,B,A,B,A,B,A,,,,,,,,,,,,,,,,,,,,,,,
140000000208,2014,3122306,DIVINOPOLIS,31,MG,0,,,,,,,,,31,F,1,3122306,DIVINOPOLIS,31,MG,1,2004,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3122306,DIVINOPOLIS,31,MG,0,0,0,0,199,195,203,207,,,,,.............................................,.............................................,.............................................,.............................................,1,,,,,6,0,0,0,0,0,0,A,C,C,4,C,B,A,D,A,D,D,A,A,D,D,A,D,D,D,D,A,A,5,5,,5,5,5,5,B,A,A,B,A,A,A,A,B,A,20,A,5,5,5,5,3,A,B,B,B,A,B,B,,,,,,,,,,,,,,,,,,,,,,,
